timestamp,customer_no,location,cust_id,time,section_order,revenue
2019-09-02 07:13:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:13:00,20,drinks,m_20,07:12:00,first,6
2019-09-02 07:13:00,21,drinks,m_21,07:13:00,first,6
2019-09-02 07:13:00,22,fruit,m_22,07:13:00,first,4
2019-09-02 07:13:00,6,dairy,m_6,07:05:00,following,5
2019-09-02 07:13:00,7,checkout,m_7,07:13:00,checkout,0
2019-09-02 07:13:00,9,checkout,m_9,07:13:00,checkout,0
2019-09-02 07:14:00,13,dairy,m_13,07:14:00,following,5
2019-09-02 07:14:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:14:00,18,dairy,m_18,07:14:00,following,5
2019-09-02 07:14:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:14:00,20,checkout,m_20,07:14:00,checkout,0
2019-09-02 07:14:00,21,drinks,m_21,07:13:00,first,6
2019-09-02 07:14:00,22,fruit,m_22,07:13:00,first,4
2019-09-02 07:14:00,23,fruit,m_23,07:14:00,first,4
2019-09-02 07:14:00,24,drinks,m_24,07:14:00,first,6
2019-09-02 07:14:00,6,dairy,m_6,07:05:00,following,5
2019-09-02 07:15:00,13,fruit,m_13,07:15:00,following,4
2019-09-02 07:15:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:15:00,18,dairy,m_18,07:14:00,following,5
2019-09-02 07:15:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:15:00,21,spices,m_21,07:15:00,following,3
2019-09-02 07:15:00,22,dairy,m_22,07:15:00,following,5
2019-09-02 07:15:00,23,checkout,m_23,07:15:00,checkout,0
2019-09-02 07:15:00,24,drinks,m_24,07:14:00,first,6
2019-09-02 07:15:00,6,dairy,m_6,07:05:00,following,5
2019-09-02 07:16:00,13,checkout,m_13,07:16:00,checkout,0
2019-09-02 07:16:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:16:00,18,dairy,m_18,07:14:00,following,5
2019-09-02 07:16:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:16:00,21,checkout,m_21,07:16:00,checkout,0
2019-09-02 07:16:00,22,dairy,m_22,07:15:00,following,5
2019-09-02 07:16:00,24,drinks,m_24,07:14:00,first,6
2019-09-02 07:16:00,25,spices,m_25,07:16:00,first,3
2019-09-02 07:16:00,26,fruit,m_26,07:16:00,first,4
2019-09-02 07:16:00,27,spices,m_27,07:16:00,first,3
2019-09-02 07:16:00,28,drinks,m_28,07:16:00,first,6
2019-09-02 07:16:00,29,drinks,m_29,07:16:00,first,6
2019-09-02 07:16:00,6,dairy,m_6,07:05:00,following,5
2019-09-02 07:17:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:17:00,18,checkout,m_18,07:17:00,checkout,0
2019-09-02 07:17:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:17:00,22,checkout,m_22,07:17:00,checkout,0
2019-09-02 07:17:00,24,drinks,m_24,07:14:00,first,6
2019-09-02 07:17:00,25,dairy,m_25,07:17:00,following,5
2019-09-02 07:17:00,26,fruit,m_26,07:16:00,first,4
2019-09-02 07:17:00,27,spices,m_27,07:16:00,first,3
2019-09-02 07:17:00,28,drinks,m_28,07:16:00,first,6
2019-09-02 07:17:00,29,drinks,m_29,07:16:00,first,6
2019-09-02 07:17:00,30,spices,m_30,07:17:00,first,3
2019-09-02 07:17:00,31,spices,m_31,07:17:00,first,3
2019-09-02 07:17:00,32,drinks,m_32,07:17:00,first,6
2019-09-02 07:17:00,33,fruit,m_33,07:17:00,first,4
2019-09-02 07:17:00,34,spices,m_34,07:17:00,first,3
2019-09-02 07:17:00,6,spices,m_6,07:17:00,following,3
2019-09-02 07:18:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:18:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:18:00,24,drinks,m_24,07:14:00,first,6
2019-09-02 07:18:00,25,spices,m_25,07:18:00,following,3
2019-09-02 07:18:00,26,fruit,m_26,07:16:00,first,4
2019-09-02 07:18:00,27,spices,m_27,07:16:00,first,3
2019-09-02 07:18:00,28,drinks,m_28,07:16:00,first,6
2019-09-02 07:18:00,29,checkout,m_29,07:18:00,checkout,0
2019-09-02 07:18:00,30,drinks,m_30,07:18:00,following,6
2019-09-02 07:18:00,31,checkout,m_31,07:18:00,checkout,0
2019-09-02 07:18:00,32,drinks,m_32,07:17:00,first,6
2019-09-02 07:18:00,33,fruit,m_33,07:17:00,first,4
2019-09-02 07:18:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:18:00,35,dairy,m_35,07:18:00,first,5
2019-09-02 07:18:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:19:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:19:00,19,drinks,m_19,07:13:00,following,6
2019-09-02 07:19:00,24,drinks,m_24,07:14:00,first,6
2019-09-02 07:19:00,25,drinks,m_25,07:19:00,following,6
2019-09-02 07:19:00,26,fruit,m_26,07:16:00,first,4
2019-09-02 07:19:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:19:00,28,checkout,m_28,07:19:00,checkout,0
2019-09-02 07:19:00,30,fruit,m_30,07:19:00,following,4
2019-09-02 07:19:00,32,drinks,m_32,07:17:00,first,6
2019-09-02 07:19:00,33,fruit,m_33,07:17:00,first,4
2019-09-02 07:19:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:19:00,35,drinks,m_35,07:19:00,following,6
2019-09-02 07:19:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:20:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:20:00,19,checkout,m_19,07:20:00,checkout,0
2019-09-02 07:20:00,24,checkout,m_24,07:20:00,checkout,0
2019-09-02 07:20:00,25,drinks,m_25,07:19:00,following,6
2019-09-02 07:20:00,26,dairy,m_26,07:20:00,following,5
2019-09-02 07:20:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:20:00,30,dairy,m_30,07:20:00,following,5
2019-09-02 07:20:00,32,checkout,m_32,07:20:00,checkout,0
2019-09-02 07:20:00,33,dairy,m_33,07:20:00,following,5
2019-09-02 07:20:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:20:00,35,drinks,m_35,07:19:00,following,6
2019-09-02 07:20:00,36,dairy,m_36,07:20:00,first,5
2019-09-02 07:20:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:21:00,17,fruit,m_17,07:11:00,first,4
2019-09-02 07:21:00,25,drinks,m_25,07:19:00,following,6
2019-09-02 07:21:00,26,dairy,m_26,07:20:00,following,5
2019-09-02 07:21:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:21:00,30,fruit,m_30,07:21:00,following,4
2019-09-02 07:21:00,33,dairy,m_33,07:20:00,following,5
2019-09-02 07:21:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:21:00,35,drinks,m_35,07:19:00,following,6
2019-09-02 07:21:00,36,checkout,m_36,07:21:00,checkout,0
2019-09-02 07:21:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:22:00,17,checkout,m_17,07:22:00,checkout,0
2019-09-02 07:22:00,25,checkout,m_25,07:22:00,checkout,0
2019-09-02 07:22:00,26,dairy,m_26,07:20:00,following,5
2019-09-02 07:22:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:22:00,30,fruit,m_30,07:21:00,following,4
2019-09-02 07:22:00,33,spices,m_33,07:22:00,following,3
2019-09-02 07:22:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:22:00,35,checkout,m_35,07:22:00,checkout,0
2019-09-02 07:22:00,37,fruit,m_37,07:22:00,first,4
2019-09-02 07:22:00,38,fruit,m_38,07:22:00,first,4
2019-09-02 07:22:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:23:00,26,dairy,m_26,07:20:00,following,5
2019-09-02 07:23:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:23:00,30,checkout,m_30,07:23:00,checkout,0
2019-09-02 07:23:00,33,dairy,m_33,07:23:00,following,5
2019-09-02 07:23:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:23:00,37,fruit,m_37,07:22:00,first,4
2019-09-02 07:23:00,38,fruit,m_38,07:22:00,first,4
2019-09-02 07:23:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:24:00,26,checkout,m_26,07:24:00,checkout,0
2019-09-02 07:24:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:24:00,33,drinks,m_33,07:24:00,following,6
2019-09-02 07:24:00,34,drinks,m_34,07:18:00,following,6
2019-09-02 07:24:00,37,fruit,m_37,07:22:00,first,4
2019-09-02 07:24:00,38,fruit,m_38,07:22:00,first,4
2019-09-02 07:24:00,6,drinks,m_6,07:18:00,following,6
2019-09-02 07:25:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:25:00,33,drinks,m_33,07:24:00,following,6
2019-09-02 07:25:00,34,spices,m_34,07:25:00,following,3
2019-09-02 07:25:00,37,fruit,m_37,07:22:00,first,4
2019-09-02 07:25:00,38,fruit,m_38,07:22:00,first,4
2019-09-02 07:25:00,6,spices,m_6,07:25:00,following,3
2019-09-02 07:26:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:26:00,33,spices,m_33,07:26:00,following,3
2019-09-02 07:26:00,34,fruit,m_34,07:26:00,following,4
2019-09-02 07:26:00,37,checkout,m_37,07:26:00,checkout,0
2019-09-02 07:26:00,38,dairy,m_38,07:26:00,following,5
2019-09-02 07:26:00,39,dairy,m_39,07:26:00,first,5
2019-09-02 07:26:00,40,dairy,m_40,07:26:00,first,5
2019-09-02 07:26:00,41,drinks,m_41,07:26:00,first,6
2019-09-02 07:26:00,42,dairy,m_42,07:26:00,first,5
2019-09-02 07:26:00,43,fruit,m_43,07:26:00,first,4
2019-09-02 07:26:00,44,fruit,m_44,07:26:00,first,4
2019-09-02 07:26:00,45,spices,m_45,07:26:00,first,3
2019-09-02 07:26:00,46,fruit,m_46,07:26:00,first,4
2019-09-02 07:26:00,6,dairy,m_6,07:26:00,following,5
2019-09-02 07:27:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:27:00,33,drinks,m_33,07:27:00,following,6
2019-09-02 07:27:00,34,checkout,m_34,07:27:00,checkout,0
2019-09-02 07:27:00,38,dairy,m_38,07:26:00,following,5
2019-09-02 07:27:00,39,checkout,m_39,07:27:00,checkout,0
2019-09-02 07:27:00,40,dairy,m_40,07:26:00,first,5
2019-09-02 07:27:00,41,dairy,m_41,07:27:00,following,5
2019-09-02 07:27:00,42,dairy,m_42,07:26:00,first,5
2019-09-02 07:27:00,43,fruit,m_43,07:26:00,first,4
2019-09-02 07:27:00,44,checkout,m_44,07:27:00,checkout,0
2019-09-02 07:27:00,45,dairy,m_45,07:27:00,following,5
2019-09-02 07:27:00,46,checkout,m_46,07:27:00,checkout,0
2019-09-02 07:27:00,47,drinks,m_47,07:27:00,first,6
2019-09-02 07:27:00,48,drinks,m_48,07:27:00,first,6
2019-09-02 07:27:00,49,spices,m_49,07:27:00,first,3
2019-09-02 07:27:00,6,spices,m_6,07:27:00,following,3
2019-09-02 07:28:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:28:00,33,drinks,m_33,07:27:00,following,6
2019-09-02 07:28:00,38,dairy,m_38,07:26:00,following,5
2019-09-02 07:28:00,40,dairy,m_40,07:26:00,first,5
2019-09-02 07:28:00,41,spices,m_41,07:28:00,following,3
2019-09-02 07:28:00,42,dairy,m_42,07:26:00,first,5
2019-09-02 07:28:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:28:00,45,dairy,m_45,07:27:00,following,5
2019-09-02 07:28:00,47,fruit,m_47,07:28:00,following,4
2019-09-02 07:28:00,48,checkout,m_48,07:28:00,checkout,0
2019-09-02 07:28:00,49,checkout,m_49,07:28:00,checkout,0
2019-09-02 07:28:00,50,fruit,m_50,07:28:00,first,4
2019-09-02 07:28:00,51,fruit,m_51,07:28:00,first,4
2019-09-02 07:28:00,6,spices,m_6,07:27:00,following,3
2019-09-02 07:29:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:29:00,33,drinks,m_33,07:27:00,following,6
2019-09-02 07:29:00,38,checkout,m_38,07:29:00,checkout,0
2019-09-02 07:29:00,40,spices,m_40,07:29:00,following,3
2019-09-02 07:29:00,41,spices,m_41,07:28:00,following,3
2019-09-02 07:29:00,42,dairy,m_42,07:26:00,first,5
2019-09-02 07:29:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:29:00,45,dairy,m_45,07:27:00,following,5
2019-09-02 07:29:00,47,fruit,m_47,07:28:00,following,4
2019-09-02 07:29:00,50,drinks,m_50,07:29:00,following,6
2019-09-02 07:29:00,51,fruit,m_51,07:28:00,first,4
2019-09-02 07:29:00,52,drinks,m_52,07:29:00,first,6
2019-09-02 07:29:00,53,fruit,m_53,07:29:00,first,4
2019-09-02 07:29:00,6,checkout,m_6,07:29:00,checkout,0
2019-09-02 07:30:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:30:00,33,drinks,m_33,07:27:00,following,6
2019-09-02 07:30:00,40,checkout,m_40,07:30:00,checkout,0
2019-09-02 07:30:00,41,drinks,m_41,07:30:00,following,6
2019-09-02 07:30:00,42,spices,m_42,07:30:00,following,3
2019-09-02 07:30:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:30:00,45,fruit,m_45,07:30:00,following,4
2019-09-02 07:30:00,47,fruit,m_47,07:28:00,following,4
2019-09-02 07:30:00,50,drinks,m_50,07:29:00,following,6
2019-09-02 07:30:00,51,fruit,m_51,07:28:00,first,4
2019-09-02 07:30:00,52,drinks,m_52,07:29:00,first,6
2019-09-02 07:30:00,53,fruit,m_53,07:29:00,first,4
2019-09-02 07:30:00,54,spices,m_54,07:30:00,first,3
2019-09-02 07:30:00,55,spices,m_55,07:30:00,first,3
2019-09-02 07:30:00,56,fruit,m_56,07:30:00,first,4
2019-09-02 07:30:00,57,fruit,m_57,07:30:00,first,4
2019-09-02 07:30:00,58,drinks,m_58,07:30:00,first,6
2019-09-02 07:30:00,59,dairy,m_59,07:30:00,first,5
2019-09-02 07:31:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:31:00,33,drinks,m_33,07:27:00,following,6
2019-09-02 07:31:00,41,drinks,m_41,07:30:00,following,6
2019-09-02 07:31:00,42,spices,m_42,07:30:00,following,3
2019-09-02 07:31:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:31:00,45,drinks,m_45,07:31:00,following,6
2019-09-02 07:31:00,47,fruit,m_47,07:28:00,following,4
2019-09-02 07:31:00,50,spices,m_50,07:31:00,following,3
2019-09-02 07:31:00,51,dairy,m_51,07:31:00,following,5
2019-09-02 07:31:00,52,spices,m_52,07:31:00,following,3
2019-09-02 07:31:00,53,fruit,m_53,07:29:00,first,4
2019-09-02 07:31:00,54,dairy,m_54,07:31:00,following,5
2019-09-02 07:31:00,55,spices,m_55,07:30:00,first,3
2019-09-02 07:31:00,56,fruit,m_56,07:30:00,first,4
2019-09-02 07:31:00,57,checkout,m_57,07:31:00,checkout,0
2019-09-02 07:31:00,58,drinks,m_58,07:30:00,first,6
2019-09-02 07:31:00,59,dairy,m_59,07:30:00,first,5
2019-09-02 07:32:00,27,dairy,m_27,07:19:00,following,5
2019-09-02 07:32:00,33,drinks,m_33,07:27:00,following,6
2019-09-02 07:32:00,41,drinks,m_41,07:30:00,following,6
2019-09-02 07:32:00,42,fruit,m_42,07:32:00,following,4
2019-09-02 07:32:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:32:00,45,drinks,m_45,07:31:00,following,6
2019-09-02 07:32:00,47,dairy,m_47,07:32:00,following,5
2019-09-02 07:32:00,50,checkout,m_50,07:32:00,checkout,0
2019-09-02 07:32:00,51,dairy,m_51,07:31:00,following,5
2019-09-02 07:32:00,52,spices,m_52,07:31:00,following,3
2019-09-02 07:32:00,53,checkout,m_53,07:32:00,checkout,0
2019-09-02 07:32:00,54,dairy,m_54,07:31:00,following,5
2019-09-02 07:32:00,55,dairy,m_55,07:32:00,following,5
2019-09-02 07:32:00,56,fruit,m_56,07:30:00,first,4
2019-09-02 07:32:00,58,checkout,m_58,07:32:00,checkout,0
2019-09-02 07:32:00,59,dairy,m_59,07:30:00,first,5
2019-09-02 07:33:00,27,checkout,m_27,07:33:00,checkout,0
2019-09-02 07:33:00,33,checkout,m_33,07:33:00,checkout,0
2019-09-02 07:33:00,41,checkout,m_41,07:33:00,checkout,0
2019-09-02 07:33:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:33:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:33:00,45,drinks,m_45,07:31:00,following,6
2019-09-02 07:33:00,47,dairy,m_47,07:32:00,following,5
2019-09-02 07:33:00,51,checkout,m_51,07:33:00,checkout,0
2019-09-02 07:33:00,52,fruit,m_52,07:33:00,following,4
2019-09-02 07:33:00,54,dairy,m_54,07:31:00,following,5
2019-09-02 07:33:00,55,dairy,m_55,07:32:00,following,5
2019-09-02 07:33:00,56,dairy,m_56,07:33:00,following,5
2019-09-02 07:33:00,59,dairy,m_59,07:30:00,first,5
2019-09-02 07:33:00,60,fruit,m_60,07:33:00,first,4
2019-09-02 07:33:00,61,spices,m_61,07:33:00,first,3
2019-09-02 07:33:00,62,spices,m_62,07:33:00,first,3
2019-09-02 07:34:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:34:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:34:00,45,fruit,m_45,07:34:00,following,4
2019-09-02 07:34:00,47,dairy,m_47,07:32:00,following,5
2019-09-02 07:34:00,52,fruit,m_52,07:33:00,following,4
2019-09-02 07:34:00,54,dairy,m_54,07:31:00,following,5
2019-09-02 07:34:00,55,dairy,m_55,07:32:00,following,5
2019-09-02 07:34:00,56,spices,m_56,07:34:00,following,3
2019-09-02 07:34:00,59,dairy,m_59,07:30:00,first,5
2019-09-02 07:34:00,60,fruit,m_60,07:33:00,first,4
2019-09-02 07:34:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:34:00,62,spices,m_62,07:33:00,first,3
2019-09-02 07:35:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:35:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:35:00,45,fruit,m_45,07:34:00,following,4
2019-09-02 07:35:00,47,dairy,m_47,07:32:00,following,5
2019-09-02 07:35:00,52,fruit,m_52,07:33:00,following,4
2019-09-02 07:35:00,54,dairy,m_54,07:31:00,following,5
2019-09-02 07:35:00,55,checkout,m_55,07:35:00,checkout,0
2019-09-02 07:35:00,56,drinks,m_56,07:35:00,following,6
2019-09-02 07:35:00,59,drinks,m_59,07:35:00,following,6
2019-09-02 07:35:00,60,drinks,m_60,07:35:00,following,6
2019-09-02 07:35:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:35:00,62,drinks,m_62,07:35:00,following,6
2019-09-02 07:36:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:36:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:36:00,45,dairy,m_45,07:36:00,following,5
2019-09-02 07:36:00,47,checkout,m_47,07:36:00,checkout,0
2019-09-02 07:36:00,52,drinks,m_52,07:36:00,following,6
2019-09-02 07:36:00,54,dairy,m_54,07:31:00,following,5
2019-09-02 07:36:00,56,drinks,m_56,07:35:00,following,6
2019-09-02 07:36:00,59,drinks,m_59,07:35:00,following,6
2019-09-02 07:36:00,60,checkout,m_60,07:36:00,checkout,0
2019-09-02 07:36:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:36:00,62,drinks,m_62,07:35:00,following,6
2019-09-02 07:37:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:37:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:37:00,45,dairy,m_45,07:36:00,following,5
2019-09-02 07:37:00,52,fruit,m_52,07:37:00,following,4
2019-09-02 07:37:00,54,checkout,m_54,07:37:00,checkout,0
2019-09-02 07:37:00,56,drinks,m_56,07:35:00,following,6
2019-09-02 07:37:00,59,drinks,m_59,07:35:00,following,6
2019-09-02 07:37:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:37:00,62,drinks,m_62,07:35:00,following,6
2019-09-02 07:38:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:38:00,43,dairy,m_43,07:28:00,following,5
2019-09-02 07:38:00,45,dairy,m_45,07:36:00,following,5
2019-09-02 07:38:00,52,fruit,m_52,07:37:00,following,4
2019-09-02 07:38:00,56,drinks,m_56,07:35:00,following,6
2019-09-02 07:38:00,59,fruit,m_59,07:38:00,following,4
2019-09-02 07:38:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:38:00,62,checkout,m_62,07:38:00,checkout,0
2019-09-02 07:39:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:39:00,43,fruit,m_43,07:39:00,following,4
2019-09-02 07:39:00,45,dairy,m_45,07:36:00,following,5
2019-09-02 07:39:00,52,checkout,m_52,07:39:00,checkout,0
2019-09-02 07:39:00,56,drinks,m_56,07:35:00,following,6
2019-09-02 07:39:00,59,checkout,m_59,07:39:00,checkout,0
2019-09-02 07:39:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:39:00,63,spices,m_63,07:39:00,first,3
2019-09-02 07:40:00,42,dairy,m_42,07:33:00,following,5
2019-09-02 07:40:00,43,fruit,m_43,07:39:00,following,4
2019-09-02 07:40:00,45,dairy,m_45,07:36:00,following,5
2019-09-02 07:40:00,56,checkout,m_56,07:40:00,checkout,0
2019-09-02 07:40:00,61,drinks,m_61,07:34:00,following,6
2019-09-02 07:40:00,63,drinks,m_63,07:40:00,following,6
2019-09-02 07:40:00,64,drinks,m_64,07:40:00,first,6
2019-09-02 07:40:00,65,drinks,m_65,07:40:00,first,6
2019-09-02 07:40:00,66,spices,m_66,07:40:00,first,3
2019-09-02 07:41:00,42,dairy,m_42,07:33:00,following,5
